paper_no,Name,URL,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20
738,Oncological Outcome of Radical Prostatectomy as Monotherapy for Japanese Men with High Risk Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01073.pdf,Junya Furukawa,Masafumi Kumano,Kenichi Harada,Mototsugu Muramaki,Hideaki Miyake,Kazushi Tanaka,Masato Fujisawa,,,,,,,,,,,,,
739,Utility of PCA3 Urine Assay in Japanese Men Undergoing Prostate Biopsy,http://www.siucongress.org/eipdf/siu2012Abstract01074.pdf,Atsushi Ochiai,Koji Okihara,Kazumi Kamoi,Toru Shimazui,Takehiro Oikawa,Kyoichi Tomita,Shinichiro Murayama,Tohru Umekawa,Hirotsugu Uemura,Tsuneharu Miki,,,,,,,,,,
740,Risk Factors for Recurrence in Patients with Pathological T1a (pT1a) Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01075.pdf,Keiichi Ito,Kenji Seguchi,Hideyuki Shimazaki,Eiji Takahashi,Shinsuke Tasaki,Kenji Kuroda,Akinori Sato,Junichi Asakuma,Akio Horiguchi,Tomohiko Asano,,,,,,,,,,
741,The Clinical Impact of Bacteremia in Acute Pyelonephritis,http://www.siucongress.org/eipdf/siu2012Abstract01076.pdf,Kiyohito Ishikawa,Masashi Nishino,Masaru Hikichi,Koshuke Fukaya,Hitoshi Ishise,Naohiko Fukami,Takahiro Maruyama,Hitomi Sasaki,Mamoru Kusaka,Ryoichi Shiroki,Kiyotaka Hoshinaga,,,,,,,,,
743,Early Response in Alkaline Phosphatase as an Independent Predictive Factor for Disease Progression in Castration-Resistant Prostate Cancer Patients with Post-chemotherapy PSA Elevation,http://www.siucongress.org/eipdf/siu2012Abstract01078.pdf,Kyung Seok Han,Kwang Hyun Kim,Sung Joon Hong,,,,,,,,,,,,,,,,,
746,"Natural History of Initially-Diagnosed Low Grade, Ta Non-muscle Invasive Bladder Tumors",http://www.siucongress.org/eipdf/siu2012Abstract01081.pdf,Eiji Kikuchi,Hiroaki Kobayashi,Shuji Mikami,Takahiro Maeda,Nobuyuki Tanaka,Akira Miyajima,Ken Nakagawa,Mototsugu Oya,,,,,,,,,,,,
747,Lateral Dominance of Positive Biopsy Cores Improves Prediction for Posterolateral Surgical Margin and Extracapsular Extension after Radical Prostatectomy,http://www.siucongress.org/eipdf/siu2012Abstract01082.pdf,Kyung Seok Han,Kwang Hyun Kim,Sung Joon Hong,,,,,,,,,,,,,,,,,
748,What Can We Do to Maximize the Detection Rates of Prostate Cancer?,http://www.siucongress.org/eipdf/siu2012Abstract01083.pdf,Go Kimura,Jun Akatsuka,Kenta Suzumura,Shunichiro Nomura,Yuka Saito,Yukihiro Kondo,,,,,,,,,,,,,,
749,Efficacy and Safety of Solifenacin in Male Patients: Results of the Non-Interventional Study 'Male Overactive Bladder on Vesicare: MOVE',http://www.siucongress.org/eipdf/siu2012Abstract01084.pdf,Christian Hampel,Max Burger,Dietmar Betz,Monika Vogel,,,,,,,,,,,,,,,,
752,Urethral Prolapse: Contemporary Report on the Ligation Over a Foley Catheter Treatment Approach,http://www.siucongress.org/eipdf/siu2012Abstract01087.pdf,Chukwudi Okorie,,,,,,,,,,,,,,,,,,,
753,Effect of Solifenacin on Cognition in Geriatric Patients: Results of the Non-Interventional Study 'Vesicare in Geriatric Application: VEGA',http://www.siucongress.org/eipdf/siu2012Abstract01088.pdf,Christian Hampel,Max Burger,Katharina Buerger,Christoph Nowak,Dietmar Betz,Monika Vogel,,,,,,,,,,,,,,
754,The Efficacy of Daily Phosphodiesterase 5 Inhibitor for Men with Erectile Dysfunction after Radical Prostatectomy,http://www.siucongress.org/eipdf/siu2012Abstract01089.pdf,Young Jun Seo,Ki Sik Shim,Jeong Moon Heo,Chang Yell Lee,,,,,,,,,,,,,,,,
756,Robot-Assisted Repair of Uterovesical Fistula,http://www.siucongress.org/eipdf/siu2012Abstract01091.pdf,Arvind Ganpule,Narendra Parikh,Shashikant Mishra,Ravindra Sabnis,Mahesh Desai,,,,,,,,,,,,,,,
759,Predictive Factors for Urinary Morbidity after I-125 Prostate Brachytherapy,http://www.siucongress.org/eipdf/siu2012Abstract01094.pdf,Tomokazu Senzaki,Tomoharu Fukumori,Masatsugu Komori,Yasuyo Yamamoto,Kunihisa Yamaguchi,Hiroyoshi Nakatsuji,Hirofumi Izaki,Masayuki Takahashi,Hiro-omi Kanayama,,,,,,,,,,,
760,Changes in Characteristics of Renal Cell Carcinoma According to the Era When it Was Identified,http://www.siucongress.org/eipdf/siu2012Abstract01095.pdf,Nozomi Hayakawa,Tsunenori Kondo,Toshio Takagi,Eri Ikezawa,Junpei Iizuka,Hirohito Kobayashi,Yasunobu Hashimoto,Kazunari Tanabe,,,,,,,,,,,,
761,Robot Assisted Pyeloplasty in Children Less than 5 Years of Age,http://www.siucongress.org/eipdf/siu2012Abstract01096.pdf,Arvind Ganpule,Amit Doshi,Shashikant Mishra,Ravindra Sabnis,Mahesh Desai,,,,,,,,,,,,,,,
762,"Prostatic Penetration of Meropenem in Humans, and Dosage Considerations for Prostatitis Based on Site-Specific Pharmacokinetic-Pharmacodynamic Evaluation",http://www.siucongress.org/eipdf/siu2012Abstract01097.pdf,Genya Nishikawa,Kazuro Ikawa,Kogenta Nakamura,Yoshiaki Yamada,Kenji Zennami,Norifumi Morikawa,Makoto Sumitomo,,,,,,,,,,,,,
763,The Efficacy and Safety of Tolterodine Tartrate in Elderly Patients with OAB: Comparison with Non-Elderly Patients,http://www.siucongress.org/eipdf/siu2012Abstract01098.pdf,Hiromi Hirama,Takuma Kato,Nobufumi Ueda,Mikio Sugimoto,Homare Okazoe,Norihito Yamamoto,Nobuyoshi Yamaoka,Isaku Nomura,Shigeo Taketa,Yoshiyuki Kakehi,,,,,,,,,,
764,MET Phosphorylation in Prostate Cancer Tissues: An Immunohistochemical Analysis,http://www.siucongress.org/eipdf/siu2012Abstract01099.pdf,Shoichiro Mukai,Satoru Sugie,Kozue Nakahara,Takayuki Goto,Chie Onizuka,Hiromasa Tukino,Toshio Kamimura,Hironobu Wakeda,Toshiyuki Kamoto,,,,,,,,,,,
765,Effect of Intrafascial Dissection Nerve-Sparing Technique on Early Recovery from Urinary Incontinence after Laparoscopic Radical Prostatectomy,http://www.siucongress.org/eipdf/siu2012Abstract01100.pdf,Akio Hoshi,Yukio Usui,Yuuki Shimizu,Tetsuro Tomonaga,Masayoshi Kawakami,Nobuyuki Nakajima,Kazuya Hanai,Takeshi Nomoto,Toshiro Terachi,,,,,,,,,,,
768,The Clinical Features of the Non-Urothelial Carcinoma of Urinary Bladder,http://www.siucongress.org/eipdf/siu2012Abstract01103.pdf,Shoji Kimura,Norishige Otsuka,Kiyokazu Umezu,Takehito Naruoka,Norihiro Hayashi,Nozomu Furuta,Shin Egawa,,,,,,,,,,,,,
769,Spices Can Affect Bladder Sensation and Muscle Contractility in Different Ways,http://www.siucongress.org/eipdf/siu2012Abstract01104.pdf,Chih-Shou Chen,Dong-Ru Ho,Wei-Yu Lin,Ching-Fang Wu,Yun-Chin Huang,Pey-Jium Chang,,,,,,,,,,,,,,
770,Robotic Partial Nephrectomy: Initial Experience,http://www.siucongress.org/eipdf/siu2012Abstract01105.pdf,Kazushi Tanaka,Junya Furukawa,Yuzo Nakano,Takeshi Ishimura,Kohei Yamaguchi,Takahiro Haraguchi,Mototsugu Muramaki,Maki Sugimoto,Hideaki Miyake,Masato Fujisawa,,,,,,,,,,
772,Transrectal HIFU for the Treatment of Localized Prostate Cancer: 13-Year Experience,http://www.siucongress.org/eipdf/siu2012Abstract01107.pdf,Toyoaki Uchida,Hakushi Kim,Sunao Shoji,Yohishiro Nagata,Toshiro Terachi,,,,,,,,,,,,,,,
774,Renal Artery Pseudoaneurysms after Partial Nephrectomy,http://www.siucongress.org/eipdf/siu2012Abstract01109.pdf,Kazuyo Ito,Tsunenori Kondo,Toshio Takagi,Eri Ikezawa,Jyunpei Iizuka,Hirohito Kobayashi,Yasunobu Hashimoto,Kazunari Tanabe,,,,,,,,,,,,
775,Clinical Significance of Preoperative Total Serum Cholesterol Level in Patients with Nonmetastatic Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01110.pdf,Yoshio Ohno,Takeshi Hashimoto,Kenji Shimodaira,Ayako Tanaka,Hideki Okubo,Yohei Sawada,Issei Takizawa,Makoto Ohori,Masaaki Tachibana,,,,,,,,,,,
777,"Sequential Chemotherapy with Gemcitabine Plus Carboplatin, Followed by Additional Docetaxel for Aged Patients with Advanced Bladder Cancer",http://www.siucongress.org/eipdf/siu2012Abstract01112.pdf,Takahiro Yoneyama,Yuusuke Ishibashi,Hiromi Murasawa,Akiko Okamoto,Hayato Yamamoto,Atsushi Imai,Shingo Hatakeyama,Takuya Koie,Noritaka Kamimura,Chikara Ohyama,,,,,,,,,,
778,Prognostic Value of Lower Urinary Tract Symptom in Non-Muscle Invasive Bladder Cancer: Multicenter Study,http://www.siucongress.org/eipdf/siu2012Abstract01113.pdf,Bum Soo Kim,Phil Hyun Song,Hyun Tae Kim,Won Jae Kim,Seock Hwan Choi,Tae-Hwan Kim,Tae Gyun Kwon,Sung Kwang Chung,Bup Wan Kim,Yoon Kyu Park,,,,,,,,,,
780,Long-Term Compliance and Treatment Failure of alpha1-Blocker for Patients with Male Lower Urinary Tract Symptoms Suggestive of Benign Prostatic Hyperplasia,http://www.siucongress.org/eipdf/siu2012Abstract01115.pdf,Shin Ohira,Teruhiko Yokoyama,Masaichiro Fujita,Kazuhiko Fukumoto,Mikako Kaifu,Tomohiro Fujii,Yoshimasa Jo,Yoshiyuki Miyaji,Atsushi Nagai,,,,,,,,,,,
783,Genetic Polymorphisms in SLCO1B3 and SLCO2B1 May Influence the Racial Difference in the Response to Androgen Deprivation Therapy in Advanced Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01118.pdf,Naohiro Fujimoto,Tatsuhiko Kubo,Hisato Inatomi,Bui Hoai,Takeshi Yoshida,Masaki Shiota,Tetsuro Matsumoto,,,,,,,,,,,,,
784,The Value of Post-Biopsy PSA Ratio as a Predictive Factor of High Risk Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01119.pdf,Hyun Tae Kim,Bum Soo Kim,Se Yun Kwon,Jun Nyung Lee,Jae Young Choi,Seock Hwan Choi,Tae Gyun Kwon,Sung Kwang Chung,Bup Wan Kim,Yoon Kyu Park,,,,,,,,,,
785,Safety and Efficacy of Neoadjuvant Gemcitabine plus Carboplatin Followed by Immediate Cystectomy in Patients with Muscle-Invasive Bladder Cancer: A Propensity Score Analysis,http://www.siucongress.org/eipdf/siu2012Abstract01120.pdf,Takuya Koie,Akiko Okamoto,Yuki Tobisawa,Toru Yoneyama,Kazuyuki Mori,Hayato Yamamoto,Shingo Hatakeyama,Takahiro Yoneyama,Yasuhiro Hashimoto,Chikara Ohyama,,,,,,,,,,
786,Is Pelvic Lymph Node Dissection Needed for Low-Risk Prostate Cancer at Radical Prostatectomy?,http://www.siucongress.org/eipdf/siu2012Abstract01121.pdf,Koji Mitsuzuka,Yasuhiro Kaiho,Shintaro Narita,Takuya Koie,Sadafumi Kawamura,Tatsuo Tochigi,Tomonori Habuchi,Chikara Ohyama,Yoichi Arai,,,,,,,,,,,
787,Fracture of the Penis: A Study of 9 Cases,http://www.siucongress.org/eipdf/siu2012Abstract01122.pdf,Ajit Vaze,,,,,,,,,,,,,,,,,,,
788,Efficacy of a Single Session Ureteroscopy with Holmium Laser Lithotripsy for Multiple Stones,http://www.siucongress.org/eipdf/siu2012Abstract01123.pdf,Ryoji Takazawa,Sachi Kitayama,Toshihiko Tsujii,,,,,,,,,,,,,,,,,
789,Lidocaine Bladder Instillation for Prevention of Autonomic Dysreflexia during Suprapubic Cystostomy Placement for Upper Spinal Cord Lesion,http://www.siucongress.org/eipdf/siu2012Abstract01124.pdf,Hideo Ozawa,Miyabi Inoue,Shinjirou Shimizu,You Tokunaga,Hiroshi Yakushiji,Yoshitsugu Nasu,,,,,,,,,,,,,,
790,Application of Computer Optimization Method of Minimally Invasive Surgical Access Based on Pre-Surgical Tomography Data,http://www.siucongress.org/eipdf/siu2012Abstract01125.pdf,Vasilii Dubrovin,Valerii Bashirov,Alexey Tabakov,Alexender Egoshin,,,,,,,,,,,,,,,,
792,Health Information Quality on the Internet in Benign Prostatic Hyperplasia and its Treatment: A Multilingual Evaluation,http://www.siucongress.org/eipdf/siu2012Abstract01127.pdf,Rustom P. Manecksha,Emily Chen,Robert Abouassaly,Nathan Lawrentschuk,,,,,,,,,,,,,,,,
793,"Positive Associations of Current and Past History of Kidney Stones with Overweight, Hypertension, Hyperuricemia and Chronic Kidney Disease in a Screened Population",http://www.siucongress.org/eipdf/siu2012Abstract01128.pdf,Ryosuke Ando,Teruo Nagaya,Sadao Suzuki,Atsushi Okada,Takahiro Yasui,Keiichi Tozawa,Hidekatsu Takahashi,Makoto Kawai,Kenjiro Kohri,,,,,,,,,,,
794,A Novel Diagnostic Technique for Venoocclusive Erectile Dysfunction,http://www.siucongress.org/eipdf/siu2012Abstract01129.pdf,Oleg Apolikhin,Evgeny Efremov,Oleg Zhukov,Sergei Scherbinin,Yaroslav Melnik,Stepan Krasnyak,Azamat Ulbashev,Valeriy Simakov,,,,,,,,,,,,
795,Identification of Prognostic Predictors in Japanese Men with Metastatic Castration-Resistant Prostate Cancer Who Were Treated with Docetaxel-Based Chemotherapy,http://www.siucongress.org/eipdf/siu2012Abstract01130.pdf,Akira Miyazaki,Hideaki Miyake,Taka-aki Inoue,Masato Fujisawa,,,,,,,,,,,,,,,,
796,Initial Experience with Robot-Assisted Laparoscopic Radical Cystectomy with Extracorporeal Urinary Diversion,http://www.siucongress.org/eipdf/siu2012Abstract01131.pdf,Keisuke Hieda,Masaki Shibata,Kenichiro Ikeda,Shunsuke Shinmei,Koichi Shoji,Katutoshi Miyamoto,Hiroshi Masumoto,Shogo Inoue,Kanao Kobayashi,Tetsutaro Hayashi,Mitsuru Kajiwara,Jun Teishima,Akio Matsubara,,,,,,,
797,Evaluation of Sleep Quantity and Quality in Older Adults with Nocturia Using Portable Electroencephalogram Acquisition Device,http://www.siucongress.org/eipdf/siu2012Abstract01132.pdf,Chie Matsushita,Akihide Hirayama,Kazumasa Torimoto,Yoshihiro Matsumoto,Atsushi Yamada,Kiyohide Fujimoto,Yoshihiko Hirao,,,,,,,,,,,,,
798,Safety and Efficacy of Sorafenib in Japanese Patients with Renal Cell Carcinoma under Daily Medical Practice: Result from the Post-Marketing All-Patient Surveillance with >3200 Cases,http://www.siucongress.org/eipdf/siu2012Abstract01133.pdf,Masatoshi Adachi,Yutaka Okayama,Tadamichi Kubo,Hideyuki Akaza,Satoshi Yamanaka,,,,,,,,,,,,,,,
800,Initial Operative Experience: Single-Port Retroperitoneal Laparoendoscopic Urological Surgery,http://www.siucongress.org/eipdf/siu2012Abstract01135.pdf,Takatsugu Okegawa,Naoshi Itaya,Hidehiko Hara,Toshihide Shishido,Kikuo Nutahara,Eiji Higashihara,,,,,,,,,,,,,,
802,A Case of Lymph Node Metastasis from Collecting Duct Carcinoma Which Responded to Sunitinib,http://www.siucongress.org/eipdf/siu2012Abstract01137.pdf,Kiyoshi Setoguchi,Shogo Mizoguchi,Nozomi Hayakawa,Yasuyuki Sato,Tadahiko Tokumoto,Hiroshi Toma,,,,,,,,,,,,,,
803,Mesh Deformity after Prolift: Do We Have an Answer?,http://www.siucongress.org/eipdf/siu2012Abstract01138.pdf,Ajit Vaze,,,,,,,,,,,,,,,,,,,
805,Assessment of Surgical Decision-Making in cT1 Kidney Tumor Using the Location Index Obtained from Measured Value on 3-Dimensional CT Image,http://www.siucongress.org/eipdf/siu2012Abstract01140.pdf,Toshinari Yamasaki,Tomomi Kamba,Ryuichiro Arakaki,Noboru Shibasaki,Yoshiyuki Matsui,Koji Yoshimura,Osamu Ogawa,,,,,,,,,,,,,
806,Immunohistochemical Study of Metastasis-Related Protein in Primary and Matched Metastatic Tumors of Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01141.pdf,Kenya Yamaguchi,Aya Sato,Tsuyoshi Matsui,Tomohiro Igarashi,Junichi Mochida,Yasuhiro Okada,Nozomu Kawata,Daisaku Hirano,Satoru Takahashi,,,,,,,,,,,
807,"Maintenance Treatment with Bacillus Calmette-Guérin for Non-Muscle-Invasive Urothelial Carcinoma of Bladder Cancer after Complete TUR-BT

",http://www.siucongress.org/eipdf/siu2012Abstract01142.pdf,Yasushi Nakai,Kiyohide Fujimoto,Satoshi Anai,Akira Kikkawa,Yoshinori Nakagawa,Masahiro Tanaka,Masahito Yoshii,Shoji Sanma,Yoshihiko Hirao,,,,,,,,,,,
808,The Expression of Matrix Metalloproteinase 9 Associates with Microvessel Invasion in Renal Cell Carcinoma Specimen,http://www.siucongress.org/eipdf/siu2012Abstract01143.pdf,Kenya Yamaguchi,Aya Sato,Daisuke Obinata,Yusuke Nagane,Junichi Mochida,Hitoshi Hirakata,Nozomu Kawata,Daisaku Hirano,Satoru Takahashi,,,,,,,,,,,
810,11C-Acetate PET/CT Imaging of Prostate Cancer Lymph Node Metastases and Correlation with Lymphadenectomy and Histopathology Findings,http://www.siucongress.org/eipdf/siu2012Abstract01145.pdf,Magnus Hellström,Martin Schumacher,Eva Radecka,Anders Sundin,Hans Jakobsson,,,,,,,,,,,,,,,
811,Study of the Change in Human Prostatic Tissue Made by Dutasteride in Super SCID Mice,http://www.siucongress.org/eipdf/siu2012Abstract01146.pdf,Akira Tsujimura,Shinichiro Fukuhara,Hiroshi Kiuchi,Hidenobu Okuda,Keisuke Yamamoto,Tetsuya Takao,Yasushi Miyagawa,Norio Nonomura,Taisei Nomura,,,,,,,,,,,
812,Lower Urinary Tract Symptoms in Women with Cervical Cancer Receiving Radiotherapy with Curative Intent: A Prospective Observational Study,http://www.siucongress.org/eipdf/siu2012Abstract01147.pdf,Shaun Smit,Chris Heyns,André van der Merwe,Hannah Simonds,,,,,,,,,,,,,,,,
814,Clinical Efficacy of Dutasteride in Patients Who Failed alpha 1-Blockers for Acute Urinary Retention Due to Benign Prostatic Hyperplasia,http://www.siucongress.org/eipdf/siu2012Abstract01149.pdf,Mitsuru Kajiwara,Kenichiro Ikeda,Keisuke Hieda,Koichi Shoji,Katsutoshi Miyamoto,Hiroshi Masumoto,Shougo Inoue,Kanao Kobayashi,Jun Teishima,Akio Matsubara,,,,,,,,,,
816,Prevention Mechanism of Green Tea on Renal Stone Formation,http://www.siucongress.org/eipdf/siu2012Abstract01151.pdf,Kazuhrio Niimi,Takahiro Yasui,Masahito Hirose,Atsushi Okada,Yasunori Itoh,Keiichi Tozawa,Kenjiro Kohri,,,,,,,,,,,,,
818,Medium-Term Outcomes Following Primary Focal Therapy Using HIFU for Localized Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01153.pdf,Louise Dickinson,Hashim Ahmed,Neil McCartan,Alex Freeman,Alex Kirkham,Clare Allen,Richard Hindley,Mark Emberton,,,,,,,,,,,,
820,Activation of Cyclophilin D Induces the Initial Process of Kidney Stone Formation Via Mitochondrial Permeability Transition Pore Opening,http://www.siucongress.org/eipdf/siu2012Abstract01155.pdf,Kazuhrio Niimi,Takahiro Yasui,Yasuhiko Hirose,Shuzo Hamamoto,Takahiro Kobayashi,Masahito Hirose,Atsushi Okada,Yasunori Itoh,Keiichi Tozawa,Kenjiro Kohri,,,,,,,,,,
822,Predictive Parameters and Prediction of Postimplant Prostate D90 Values after Brachytherapy with I-125 Seeds in Patients with Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01157.pdf,Jun Nakashima,Akitomo Sugawara,Hirohiko Nagata,Ryuichi Mizuno,Yoshio Ohno,Makoto Ohori,Naoyuki Shigematsu,Mototsugu Oya,Masaaki Tachibana,,,,,,,,,,,
823,MRI-Guided Prostate Cancer Focal Ablation Using HIFU by Means of Image to Image Registration,http://www.siucongress.org/eipdf/siu2012Abstract01158.pdf,Louise Dickinson,Yipeng Hu,Hashim Ahmed,Clare Allen,Alex Kirkham,Mark Emberton,Dean Barratt,,,,,,,,,,,,,
824,"Clinical Trial of Faropenem Against Acute Uncomplicated Cystitis in Women, Randomized, Open Labeled, Comparative Multicenter Study",http://www.siucongress.org/eipdf/siu2012Abstract01159.pdf,Ryoichi Hamasuna,Kazushi Tanaka,Hiroshi Hayami,Mitsuru Yasuda,Satoshi Takahashi,Kanao Kobayashi,Hiroshi Kiyota,Shingo Yamamoto,Soichi Arakawa,Tetsuro Matsumoto,,,,,,,,,,
826,Evaluation of the Expression of S-100A2 mRNA in Human Bladder Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01161.pdf,Takayuki Sugiyama,Tatsuya Takayama,Miki Miyazaki,Hiroshi Furuse,Soichi Mugiya,Seiichiro Ozono,,,,,,,,,,,,,,
828,Clinical Assessment of Microdissection Testicular Sperm Extraction in 307 Patients with Non-obstructive Azoospermia,http://www.siucongress.org/eipdf/siu2012Abstract01163.pdf,Kohei Yamaguchi,Keisuke Okada,Kei Matsushita,Fuping Li,Makoto Ando,Koji Chiba,Hideaki Miyake,Masato Fujisawa,,,,,,,,,,,,
829,Deceased Organ Procurement and Its Impact on Organ Transplantation in Iran During the First Ten Years of Activity,http://www.siucongress.org/eipdf/siu2012Abstract01164.pdf,Seyed Mohammad Kazemeyni,Mohammad Aghighi,,,,,,,,,,,,,,,,,,
830,"Cephalosporins Periprostatic Injection in Prostate Biopsy

",http://www.siucongress.org/eipdf/siu2012Abstract01165.pdf,Gianna Pace,Luca Carmignani,Luca Lunelli,Carlo Marenghi,,,,,,,,,,,,,,,,
831,Holmium Laser Enucleation of the Prostate (HoLEP) Improved Men's Health,http://www.siucongress.org/eipdf/siu2012Abstract01166.pdf,Keisuke Saito,Takashi Yoshii,Isotani Syuuji,Shiniti Hsasue,Hisamitu Ide,Satoru Muto,Raizou Yamaguti,Shigeo Horie,,,,,,,,,,,,
832,Bone Metabolism Markers in Renal Graft Recipients,http://www.siucongress.org/eipdf/siu2012Abstract01167.pdf,Ryota Maeyama,Daisuke Ishii,Haruki Wakai,Atsushi Sugita,Yasuo Takeuchi,Fumino Noguchi,Kazunari Yoshida,,,,,,,,,,,,,
835,The Frequency of Surgical Site Infections in Radical Retropubic Prostatectomy Is Not Increasing Regardless of Short Duration of Antimicrobial Prophylaxis,http://www.siucongress.org/eipdf/siu2012Abstract01170.pdf,Uehara Teruhisa,Takahashi Satoshi,Ichihara Kouji,Tanaka Toshiaki,Kitamura Hiroshi,Masumori Naoya,Tukamoto Taiji,,,,,,,,,,,,,
836,Clinical Characteristics of Bladder Cancer in Indonesia: The Largest Data Presentation from Five Hospitals,http://www.siucongress.org/eipdf/siu2012Abstract01171.pdf,Lukman Hakim,Wahjoe Djatisoesanto,Mohammad Ayodhia Soebadi,Fikri Rizaldi,Kurnia Penta Seputra,Anak Agung Gde Oka,Suharto Widjanarko,Mohamad Adi Soedarso,Doddy M. Soebadi,Sunaryo Hardjowijoto,,,,,,,,,,
838,Robotic Reconstruction of Vesico-Vaginal Fistula (VVF): Early Experience,http://www.siucongress.org/eipdf/siu2012Abstract01173.pdf,Jigish Vyas,Chetan Sheladia,Shashikant Mishra,Arvind Ganpule,Raghuram,Ravindra Sabnis,Mahesh Desai,,,,,,,,,,,,,
839,Pre-Clinical Proof of Concept and Characterization of AEZS-120: A Therapeutic Oral Prostate Cancer Vaccine Candidate Based on Live Recombinant Attenuated Salmonella,http://www.siucongress.org/eipdf/siu2012Abstract01174.pdf,Joachim Fensterle,Birgit Bergmann,Michael Teifel,Juergen Engel,Thomas Rudel,Werner Goebel,Ulf Rapp,,,,,,,,,,,,,
840,Treatment of Interstitial Cystitis with BTX-A in Japan: The Second Report,http://www.siucongress.org/eipdf/siu2012Abstract01175.pdf,Yoshiko Maeda,Yuki Sekiguchi,Nao Saito,Kiyoshi Hashimoto,,,,,,,,,,,,,,,,
843,Transmesocolic Pyeloplasty: Single Centre Experience,http://www.siucongress.org/eipdf/siu2012Abstract01178.pdf,Mallikarjuna Chiruvella,Suri Babu,VVV Reddy,,,,,,,,,,,,,,,,,
844,Clinical Characteristics of Urethral Strictures in Indonesia: The Largest Series from Five Centres,http://www.siucongress.org/eipdf/siu2012Abstract01179.pdf,Lukman Hakim,Wahjoe Djatisoesanto,Mohammad Ayodhia Soebadi,Fikri Rizaldi,Kurnia Penta Seputra,Gde Wirja Kusuma Duarsa,Suharto Widjanarko,Mohamad Adi Soedarso,Doddy M. Soebadi,Sunaryo Hardjowijoto,,,,,,,,,,
845,Suprapubic-Assisted Embryonic Natural Orifice Transumbilical Endoscopic Surgery (E-NOTES) for Pyelolithotomy and Ureterolithotomy with Report of 50 Cases,http://www.siucongress.org/eipdf/siu2012Abstract01180.pdf,Gengqing Wu,Xiaoning Wang,Guoxi Zhang,Yuanhu Yuan,Rihai Xiao,Dazhi Long,Yuting Wu,Yijun Xue,Xiaofeng Zou,,,,,,,,,,,
846,Outcome Following Surveillance of Men with Screen-Detected Prostate Cancer: Results from the Göteborg Randomized Population-Based Prostate Cancer Screening Trial,http://www.siucongress.org/eipdf/siu2012Abstract01181.pdf,Jonas Hugosson,Rebecka Godtman,Ali Khatami,Johan Stranne,,,,,,,,,,,,,,,,
850,"The Safety, Tolerability and Efficacy of Mirabegron for Treatment in Patients with Overactive Bladder Symptoms Who withdrew Previous Anticholinergic Agents Due to Adverse Events",http://www.siucongress.org/eipdf/siu2012Abstract01185.pdf,Mitsuru Kajiwara,Kenichiro Ikeda,Keisuke Hieda,Koichi Shoji,Katsutoshi Miyamoto,Hiroshi Masumoto,Shougo Inoue,Kanao Kobayashi,Jun Teishima,Akio Matsubara,,,,,,,,,,
853,Outcomes after Primary Treatment for Non-Metastasized Prostate Cancer in the European Randomized Screening Trial for Prostate Cancer (ERSPC),http://www.siucongress.org/eipdf/siu2012Abstract01188.pdf,Jonas Hugosson,Sigrid Carlsson,Sue Moss,Anssi Auvinen,Teuvo Tammela,Vera Nelen,Maciej Kwiatkowski,Franz Recker,Monique Roobol,Fritz Schröder,,,,,,,,,,
854,Embryonic Natural Orifice Transumbilical Endoscopic Surgery for Pyelolithotomy and Ureterolithotomy,http://www.siucongress.org/eipdf/siu2012Abstract01189.pdf,Hui Xu,Yuanhu Yuan,Rihai Xiao,Guoxi Zhang,Gengqing Wu,Xiaoning Wang,Dazhi Long,Yuting Wu,Yijun Xue,Xiaofeng Zou,,,,,,,,,,
855,Transrectal Hybrid Natural Orifice Transluminal Endoscopic Surgery Nephrectomy in a Porcine Model,http://www.siucongress.org/eipdf/siu2012Abstract01190.pdf,Xiaofeng Zou,Guoxi Zhang,Xu Zhang,Xin Ma,Hui Xu,Yuanhu Yuan,Rihai Xiao,Gengqing Wu,Xiaoning Wang,Dazhi Long,Yuting Wu,Yijun Xue,,,,,,,,
858,Pure Transvaginal Natural Orifice Transluminal Endoscopic Surgery (NOTES) for Nephrectomy: Report of 10 Cases,http://www.siucongress.org/eipdf/siu2012Abstract01193.pdf,Xiaofeng Zou,Guoxi Zhang,Rihai Xiao,Yuanhu Yuan,Gengqing Wu,Xiaoning Wang,Dazhi Long,Jun Yang,Yuting Wu,Yijun Xue,,,,,,,,,,
859,Clinical Outcomes of Laparoendoscopic Single-Site Surgery: Hiroshima University Experience,http://www.siucongress.org/eipdf/siu2012Abstract01194.pdf,Shogo Inoue,Kenichiro Ikeda,Keisuke Hieda,Koichi Shoji,Hiroshi Masumoto,Katsutoshi Miyamoto,Kanao Kobayashi,Mitsuru Kajiwara,Jun Teishima,Akio Matsubara,,,,,,,,,,
